date_id,date_id,Biomass,Grid emission factor,Hard Coal,Hydro,Lignite,Natural Gas,Other,Pumped storage generation,Solar,Conventional,Total electricity demand,Total grid emissions,Wind offshore,Wind onshore,Total Renewables,Total Conventional,Renewable share,Conventional share
2024-11-22T00:00:00,2024-11-22T00:00:00,4.566,498.37,5.71,1.854,11.632,10.665,3.344,0.151,0,31.502,54.67,24530.193,1.374,10.38,18.174,31.502,36.58507126177631,63.414928738223686
2024-11-22T01:00:00,2024-11-22T01:00:00,4.496,476.411,5.402,1.858,11.597,10.417,3.37,0.017,0,30.804,54.096,24156.69,2.234,11.772,20.36,30.802999999999997,39.79438265934367,60.20561734065634
2024-11-22T02:00:00,2024-11-22T02:00:00,4.431,449.004,5.364,1.831,11.586,10.148,3.366,0.005,0,30.469,54.303,24012.283,3.868,13.331,23.461,30.468999999999998,43.5026886704988,56.49731132950121
2024-11-22T03:00:00,2024-11-22T03:00:00,4.396,433.416,5.279,1.843,11.569,9.908,3.313,0.001,0,30.071,54.129,23767.436,3.867,15.066,25.172,30.07,45.56677890011223,54.43322109988776
2024-11-22T04:00:00,2024-11-22T04:00:00,4.38,419.044,5.087,1.818,11.69,10.095,3.344,0.011,0,30.228,55.629,23849.5,4.347,16.585,27.130000000000003,30.227,47.30024234182402,52.69975765817598
2024-11-22T05:00:00,2024-11-22T05:00:00,4.37,411.513,4.992,1.846,11.837,10.566,3.335,0.007,0,30.738,56.903,24087.688,3.994,18.022,28.232,30.737000000000005,47.876002645457774,52.12399735454222
2024-11-22T06:00:00,2024-11-22T06:00:00,4.393,396.909,5.227,1.851,11.923,11.947,3.338,0.249,0,32.684,61.565,24868.163,4.179,19.992,30.415,32.684,48.20203172791962,51.79796827208038
2024-11-22T07:00:00,2024-11-22T07:00:00,4.441,384.45,5.351,2.017,11.924,12.915,3.393,0.976,0.053,34.56,65.763,25387.967,4.28,21.175,31.966,34.559,48.0511086057873,51.948891394212694
2024-11-22T08:00:00,2024-11-22T08:00:00,4.51,360.195,5.365,2.031,11.79,12.998,3.703,1.884,1.636,35.741,68.432,25556.579,4.736,22.782,35.695,35.74,49.96850283474487,50.031497165255125
2024-11-22T09:00:00,2024-11-22T09:00:00,4.544,341.945,5.244,2.183,11.743,12.913,3.709,1.732,5.127,35.341,69.283,25387.047,4.495,23.039,39.388000000000005,35.341,52.70778412664428,47.29221587335572
2024-11-22T10:00:00,2024-11-22T10:00:00,4.573,326.156,5.156,2.148,11.791,12.806,3.458,0.898,9.186,34.11,71.152,25140.313,3.599,23.916,43.422,34.109,56.00598470289303,43.99401529710696
2024-11-22T11:00:00,2024-11-22T11:00:00,4.601,307.445,5.119,2.106,11.389,12.305,3.449,0.471,10.69,32.734,72.564,24498.57,3.84,26.184,47.421,32.733,59.16236245227936,40.83763754772063
2024-11-22T12:00:00,2024-11-22T12:00:00,4.62,302.173,5.155,2.12,11.498,11.844,3.446,0.117,8.772,32.06,73.969,24473.474,4.949,28.936,49.397,32.06,60.64181101685552,39.35818898314449
2024-11-22T13:00:00,2024-11-22T13:00:00,4.644,304.331,5.021,2.168,11.534,11.702,3.36,0.198,5.586,31.815,71.359,24232.479,5.286,30.592,48.275999999999996,31.814999999999998,60.2764355545567,39.72356444544331
2024-11-22T14:00:00,2024-11-22T14:00:00,4.629,301.949,4.723,1.873,11.415,12.142,3.41,0.111,3.02,31.802,70.461,23995.27,6.969,31.616,48.107,31.801,60.20298343094559,39.79701656905441
2024-11-22T15:00:00,2024-11-22T15:00:00,4.624,308.596,4.85,1.882,11.532,12.295,3.202,0.141,0.949,32.021,69.596,24100.245,7.318,31.777,46.55,32.019999999999996,59.246531755122824,40.753468244877176
2024-11-22T16:00:00,2024-11-22T16:00:00,4.646,314.538,5.009,1.857,11.526,12.504,3.255,0.399,0.044,32.695,68.755,24407.26,7.253,31.603,45.403000000000006,32.693000000000005,58.13742061053063,41.862579389469374
2024-11-22T17:00:00,2024-11-22T17:00:00,4.665,312.186,5.283,2.024,11.743,13.068,3.171,0.442,0,33.708,69.996,24941.862,7.27,32.735,46.694,33.707,58.076392084675554,41.92360791532443
2024-11-22T18:00:00,2024-11-22T18:00:00,4.673,312.08,5.325,1.925,11.738,13.479,3.079,0.861,0,34.482,68.412,25011.43,6.459,33.112,46.169,34.48199999999999,57.245415431922744,42.75458456807727
2024-11-22T19:00:00,2024-11-22T19:00:00,4.704,310.051,5.289,1.907,11.297,13.932,2.761,0.997,0,34.276,66.17,24246.428,6.09,31.718,44.419,34.276,56.44450092127835,43.55549907872165
2024-11-22T20:00:00,2024-11-22T20:00:00,4.697,318.063,5.244,1.859,10.983,13.766,2.703,0.522,0,33.218,63.124,23745.818,6.071,29.305,41.932,33.218,55.79773785761809,44.202262142381905
2024-11-22T21:00:00,2024-11-22T21:00:00,4.689,324.761,5.206,1.859,10.174,13.474,2.853,0.446,0,32.153,60.097,23006.267,5.624,27.026,39.198,32.153,54.93686143151463,45.06313856848537
2024-11-22T22:00:00,2024-11-22T22:00:00,4.682,320.277,4.207,1.846,10.142,12.28,2.827,0.348,0,29.803,57.904,21728.243,5.635,26.369,38.532,29.803999999999995,56.38609225005854,43.61390774994147
2024-11-22T23:00:00,2024-11-22T23:00:00,4.649,309.374,3.212,1.757,9.377,11.144,2.827,0.217,0,26.777,55.532,19725.051,4.936,26.129,37.471000000000004,26.777,58.32243805254639,41.67756194745362
2024-11-23T00:00:00,2024-11-23T00:00:00,4.584,304.029,2.795,1.741,8.397,10.509,2.961,0.087,0,24.749,54.478,18214.846,4.457,24.839,35.620999999999995,24.749,59.00447242007619,40.99552757992381
2024-11-23T01:00:00,2024-11-23T01:00:00,4.522,313.066,2.766,1.74,8.623,9.682,2.968,0.064,0,24.102,53.069,18225.06,3.764,24.541,34.567,24.102999999999998,58.91767513209477,41.08232486790523
2024-11-23T02:00:00,2024-11-23T02:00:00,4.445,316.633,2.483,1.762,8.729,9.448,3.183,0.063,0,23.906,53.278,18321.131,3.921,24.301,34.429,23.906,59.01945658695467,40.98054341304534
2024-11-23T03:00:00,2024-11-23T03:00:00,4.398,320.84,2.509,1.759,8.472,9.158,3.174,0.008,0,23.32,51.953,17948.681,3.646,23.277,33.08,23.320999999999998,58.65144235031294,41.34855764968706
2024-11-23T04:00:00,2024-11-23T04:00:00,4.382,331.455,2.609,1.766,9.023,8.683,3.155,0.001,0,23.472,52.678,18412.891,3.319,23.052,32.519,23.471,58.08001428826577,41.91998571173424
2024-11-23T05:00:00,2024-11-23T05:00:00,4.38,334.413,2.567,1.758,8.949,8.33,3.266,0.001,0,23.113,52.283,18323.447,3.076,22.911,32.125,23.113000000000003,58.15742785763424,41.84257214236577
2024-11-23T06:00:00,2024-11-23T06:00:00,4.391,330.383,2.42,1.786,8.808,8.488,3.262,0.082,0,23.06,51.478,18109.152,2.954,23.066,32.197,23.060000000000002,58.26773078523988,41.73226921476012
2024-11-23T07:00:00,2024-11-23T07:00:00,4.453,332.678,2.274,1.77,8.756,8.745,3.27,0.196,0.058,23.242,53.201,18042.453,2.693,22.469,31.443,23.241,57.49945139346061,42.50054860653939
2024-11-23T08:00:00,2024-11-23T08:00:00,4.51,318.788,2.16,1.749,8.653,8.964,3.259,0.401,2.056,23.436,56.313,17904.859,2.817,22.037,33.169,23.437,58.59626188036604,41.403738119633964
2024-11-23T09:00:00,2024-11-23T09:00:00,4.556,285.565,2.089,1.751,8.221,8.915,3.239,0.252,5.98,22.716,61.354,17347.708,4.395,21.774,38.456,22.716,62.865363238082786,37.134636761917214
2024-11-23T10:00:00,2024-11-23T10:00:00,4.615,256.121,2.115,1.773,7.453,8.693,3.152,0.116,10.347,21.53,63.625,16358.087,5.449,20.594,42.778,21.529000000000003,66.52152953799741,33.47847046200258
2024-11-23T11:00:00,2024-11-23T11:00:00,4.651,233.929,2.075,1.777,6.875,8.587,2.823,0.075,13.05,20.434,64.269,15229.376,5.508,20.143,45.129000000000005,20.435,68.83198096516381,31.168019034836185
2024-11-23T12:00:00,2024-11-23T12:00:00,4.659,228.034,2.403,1.774,6.124,8.961,2.707,0.065,13.381,20.261,63.52,14676.398,5.826,18.903,44.543,20.26,68.73601530793327,31.263984692066728
2024-11-23T13:00:00,2024-11-23T13:00:00,4.681,246.459,2.692,1.792,6.405,9.532,2.789,0.058,11.456,21.476,62.835,15520.236,5.612,18.42,41.961,21.476000000000003,66.14594006652268,33.854059933477316
2024-11-23T14:00:00,2024-11-23T14:00:00,4.677,270.711,2.912,1.787,6.609,10.121,2.913,0.189,6.641,22.744,60.315,16294.106,5.541,19.254,37.900000000000006,22.744000000000003,62.49587758063453,37.50412241936548
2024-11-23T15:00:00,2024-11-23T15:00:00,4.665,290.132,2.888,1.714,6.927,11.079,3.032,0.668,1.737,24.593,59.188,17106.426,5.161,21.547,34.824,24.593999999999998,58.60850247399778,41.391497526002226
2024-11-23T16:00:00,2024-11-23T16:00:00,4.681,268.165,2.939,1.695,5.632,11.104,3.063,0.529,0.05,23.267,60.447,15822.51,4.637,25.157,36.22,23.266999999999996,60.88725267705549,39.11274732294451
2024-11-23T17:00:00,2024-11-23T17:00:00,4.697,246.973,3.087,1.789,5.117,11.398,2.969,0.616,0,23.187,61.358,15375.269,3.75,29.333,39.569,23.187,63.052138440945896,36.94786155905412
2024-11-23T18:00:00,2024-11-23T18:00:00,4.716,230.059,3.227,1.751,4.983,11.233,2.834,0.295,0,22.571,62.803,15101.674,3.825,33.265,43.557,22.572,65.86671505693418,34.133284943065824
2024-11-23T19:00:00,2024-11-23T19:00:00,4.725,220.097,3.105,1.713,4.974,10.769,2.756,0.186,0,21.789,61.585,14719.37,3.789,35.338,45.565,21.79,67.64902382896594,32.35097617103408
2024-11-23T20:00:00,2024-11-23T20:00:00,4.719,206.45,2.974,1.666,4.387,10.068,2.709,0.156,0,20.292,60.127,13676.39,3.649,36.394,46.428,20.293999999999997,69.58424507658644,30.415754923413562
2024-11-23T21:00:00,2024-11-23T21:00:00,4.722,191.125,2.727,1.678,3.595,9.606,2.692,0.171,0,18.79,57.691,12451.97,3.924,36.51,46.833999999999996,18.791,71.36609523809523,28.63390476190476
2024-11-23T22:00:00,2024-11-23T22:00:00,4.704,197.874,2.72,1.71,3.88,9.285,2.719,0.08,0,18.684,56.217,12668.788,3.577,35.847,45.838,18.683999999999997,71.04243513840241,28.957564861597596
2024-11-23T23:00:00,2024-11-23T23:00:00,4.682,205.443,2.922,1.717,4.047,8.583,2.724,0.127,0,18.403,53.588,12759.669,3.471,34.336,44.206,18.403,70.60646232969701,29.393537670302987
2024-11-24T00:00:00,2024-11-24T00:00:00,4.603,194.67,2.744,1.66,3.794,7.868,2.711,0.074,0,17.191,50.337,12092.807,4.399,34.732,45.394,17.191000000000003,72.53175681073739,27.46824318926261
2024-11-24T01:00:00,2024-11-24T01:00:00,4.543,184.828,2.224,1.686,3.639,7.68,2.703,0.022,0,16.267,51.001,11435.508,5.278,34.547,46.053999999999995,16.267999999999997,73.89685825230256,26.103141747697446
2024-11-24T02:00:00,2024-11-24T02:00:00,4.482,177.974,1.966,1.65,3.542,6.983,2.678,0.035,0,15.204,51.202,10842.484,6.11,33.935,46.17700000000001,15.204,75.23012006972843,24.76987993027158
2024-11-24T03:00:00,2024-11-24T03:00:00,4.416,181.912,1.95,1.667,3.513,6.942,2.685,0.033,0,15.124,51.281,10794.031,5.755,32.844,44.682,15.123000000000001,74.7128166541259,25.28718334587409
2024-11-24T04:00:00,2024-11-24T04:00:00,4.397,186.185,1.975,1.635,3.509,6.959,2.732,0.025,0,15.201,51.765,10878.747,5.492,32.184,43.708,15.200000000000001,74.19705303184627,25.802946968153734
2024-11-24T05:00:00,2024-11-24T05:00:00,4.382,187.271,1.988,1.602,3.59,6.892,2.677,0.018,0,15.165,51.729,10875.162,5.513,31.874,43.370999999999995,15.165,74.0928659286593,25.907134071340714
2024-11-24T06:00:00,2024-11-24T06:00:00,4.417,190.416,1.986,1.615,3.766,6.746,2.685,0.037,0,15.22,51.338,11017.574,5.4,31.682,43.114,15.220000000000002,73.9088696129187,26.09113038708129
2024-11-24T07:00:00,2024-11-24T07:00:00,4.488,186.333,1.983,1.601,3.693,6.68,2.689,0.061,0.034,15.106,50.522,10919.259,5.422,32.429,43.974000000000004,15.106,74.43127962085308,25.568720379146914
2024-11-24T08:00:00,2024-11-24T08:00:00,4.536,171.405,1.796,1.665,3.597,6.69,2.728,0.052,1.088,14.864,51.936,10725.785,5.888,35.053,48.23,14.863,76.44271155278716,23.557288447212844
2024-11-24T09:00:00,2024-11-24T09:00:00,4.525,161.486,1.739,1.721,3.546,6.696,2.741,0.043,4.059,14.765,56.211,10646.82,6.3,35.086,51.691,14.764999999999999,77.78229204285543,22.217707957144576
2024-11-24T10:00:00,2024-11-24T10:00:00,4.547,150.787,1.717,1.756,3.392,6.764,2.725,0.083,7.768,14.68,59.133,10469.599,6.242,34.947,55.260000000000005,14.681000000000001,79.00945082283638,20.990549177163608
2024-11-24T11:00:00,2024-11-24T11:00:00,4.611,143.847,1.684,1.72,3.372,6.611,2.714,0.028,11.143,14.41,62.04,10353.504,6.106,34.482,58.062,14.409,80.11756426708614,19.882435732913855
2024-11-24T12:00:00,2024-11-24T12:00:00,4.629,141.34,1.641,1.714,3.367,6.69,2.709,0.027,12.963,14.434,62.133,10334.348,6.078,33.793,59.17699999999999,14.434,80.391517572102,19.608482427898004
2024-11-24T13:00:00,2024-11-24T13:00:00,4.613,145.389,1.606,1.731,3.373,6.701,2.722,0.035,12.241,14.436,60.345,10335.023,5.918,32.647,57.15,14.437,79.83293056001787,20.167069439982118
2024-11-24T14:00:00,2024-11-24T14:00:00,4.618,154.278,1.609,1.788,3.403,6.711,2.69,0.13,7.773,14.544,57.544,10331.733,5.768,32.944,52.891000000000005,14.543000000000001,78.4337277931014,21.566272206898596
2024-11-24T15:00:00,2024-11-24T15:00:00,4.632,168.623,1.629,1.768,3.674,6.896,2.681,0.259,2.465,15.139,55.551,10688.905,5.163,34.679,48.707,15.139,76.2882561162798,23.7117438837202
2024-11-24T16:00:00,2024-11-24T16:00:00,4.66,176.699,1.969,1.69,3.858,7.251,2.675,0.612,0.093,16.365,57.062,11274.639,4.578,36.869,47.89,16.365,74.53116488989184,25.468835110108163
2024-11-24T17:00:00,2024-11-24T17:00:00,4.667,181.72,2.247,1.679,4.181,7.429,2.671,1.529,0,18.057,58.766,11896.588,3.57,37.938,47.854,18.057,72.6039659540896,27.39603404591039
2024-11-24T18:00:00,2024-11-24T18:00:00,4.684,183.919,2.228,1.673,4.475,7.85,2.671,1.652,0,18.875,59.135,12343.904,3.566,38.764,48.687000000000005,18.876,72.06163136628037,27.93836863371964
2024-11-24T19:00:00,2024-11-24T19:00:00,4.728,183.967,2.211,1.663,4.44,7.826,2.678,1.297,0,18.452,58.28,12293.933,3.794,38.647,48.832,18.452,72.57594673325009,27.424053266749898
2024-11-24T20:00:00,2024-11-24T20:00:00,4.732,188.233,2.227,1.676,4.292,7.692,2.691,0.548,0,17.451,56.212,12121.127,4.007,36.995,47.41,17.450000000000003,73.09589885908109,26.904101140918907
2024-11-24T21:00:00,2024-11-24T21:00:00,4.722,191.019,2.222,1.608,4.145,7.623,2.698,0.208,0,16.896,55.571,11945.441,3.956,35.829,46.115,16.895999999999997,73.18563425433655,26.814365745663455
2024-11-24T22:00:00,2024-11-24T22:00:00,4.667,189.418,2.191,1.582,3.797,7.744,2.674,0.133,0,16.539,54.849,11563.454,3.827,34.883,44.959,16.538999999999998,73.1064424859345,26.893557514065492
2024-11-24T23:00:00,2024-11-24T23:00:00,4.637,188.501,2.19,1.616,3.676,7.526,2.695,0.107,0,16.194,54.418,11383.994,4.324,34.092,44.669,16.194,73.39270164139133,26.607298358608677
2024-11-25T00:00:00,2024-11-25T00:00:00,4.59,198.796,2.352,1.583,3.669,6.65,2.707,0.098,0,15.475,50.589,11186.38,2.133,32.958,41.263999999999996,15.476,72.724709199859,27.275290800141
2024-11-25T01:00:00,2024-11-25T01:00:00,4.53,197.938,2.235,1.618,3.66,6.652,2.723,0.082,0,15.354,50.182,11107.396,2.403,32.699,41.25,15.352,72.87728348821597,27.122716511784034
2024-11-25T02:00:00,2024-11-25T02:00:00,4.47,200.079,2.185,1.573,3.66,6.726,2.744,0.001,0,15.317,50.69,11120.998,2.455,32.28,40.778,15.316,72.69583199629194,27.304168003708064
2024-11-25T03:00:00,2024-11-25T03:00:00,4.426,204.305,2.277,1.591,3.666,6.782,2.75,0.009,0,15.483,50.953,11229.424,2.497,31.479,39.992999999999995,15.484,72.08933431872667,27.910665681273322
2024-11-25T04:00:00,2024-11-25T04:00:00,4.397,201.817,2.273,1.6,3.671,6.853,2.727,0.002,0,15.527,51.704,11224.578,2.593,32.003,40.593,15.526000000000002,72.3337906947736,27.666209305226392
2024-11-25T05:00:00,2024-11-25T05:00:00,4.386,203.266,2.565,1.651,3.719,7.485,2.75,0.055,0,16.573,55.159,11766.126,2.013,33.788,41.837999999999994,16.573999999999998,71.62569335068136,28.37430664931863
2024-11-25T06:00:00,2024-11-25T06:00:00,4.35,202.689,2.818,1.651,4.109,8.395,2.763,0.146,0,18.231,61.372,12727.087,2.788,36.315,45.104,18.231,71.21496802715718,28.785031972842823
2024-11-25T07:00:00,2024-11-25T07:00:00,4.409,224.769,3.108,1.695,5.162,10.72,2.779,0.995,0.068,22.763,65.715,14935.678,1.127,36.91,44.208999999999996,22.764000000000003,66.01018320815851,33.98981679184149
2024-11-25T08:00:00,2024-11-25T08:00:00,4.468,238.203,3.432,1.678,6.029,12.39,3.018,1.099,2.976,25.968,68.801,17037.704,0.983,35.982,46.087,25.968,63.96086322947748,36.03913677052251
2024-11-25T09:00:00,2024-11-25T09:00:00,4.522,234.546,3.482,1.697,6.509,12.874,3.02,0.607,8.485,26.492,71.473,17762.459,0.687,34.376,49.766999999999996,26.492,65.26049384334964,34.739506156650364
2024-11-25T10:00:00,2024-11-25T10:00:00,4.524,227.952,3.239,1.75,6.889,12.345,3.021,0.172,12.862,25.667,73.02,17784.678,0.437,33.297,52.87,25.666,67.31944585922379,32.6805541407762
2024-11-25T11:00:00,2024-11-25T11:00:00,4.563,228.961,3.185,1.798,7.156,12.433,2.952,0.22,14.648,25.946,73.127,17957.258,0.609,31.329,52.947,25.945999999999998,67.11241808525472,32.88758191474528
2024-11-25T12:00:00,2024-11-25T12:00:00,4.575,236.135,3.336,1.754,7.412,12.587,2.976,0.151,14.172,26.462,72.978,18440.88,0.778,30.817,52.096000000000004,26.462,66.31533389342906,33.68466610657094
2024-11-25T13:00:00,2024-11-25T13:00:00,4.57,248.643,3.411,1.811,7.924,12.423,3.094,0.066,11.643,26.918,73.607,19146.577,1.768,30.773,50.565,26.918000000000003,65.25947627221454,34.74052372778545
2024-11-25T14:00:00,2024-11-25T14:00:00,4.548,271.688,3.453,1.812,8.595,12.081,3.093,0.161,6.433,27.384,70.562,19768.269,2.72,30.334,45.847,27.383,62.606855114024306,37.39314488597569
2024-11-25T15:00:00,2024-11-25T15:00:00,4.56,297.643,3.72,1.877,9.101,12.238,3.076,0.982,1.801,29.118,67.907,20550.719,3.508,28.646,40.391999999999996,29.117,58.11046051590441,41.889539484095586
2024-11-25T16:00:00,2024-11-25T16:00:00,4.598,303.039,3.963,1.786,9.544,11.632,2.9,1.045,0.057,29.084,68.728,20751.257,4.359,29.024,39.824,29.084000000000003,57.79299936146746,42.20700063853254
2024-11-25T17:00:00,2024-11-25T17:00:00,4.64,300.475,4.054,1.853,9.607,11.578,2.861,1.202,0,29.302,69.127,20823.679,4.887,29.052,40.432,29.302,57.9803252358964,42.019674764103584
2024-11-25T18:00:00,2024-11-25T18:00:00,4.671,296.927,3.942,1.862,9.825,11.875,2.756,1.976,0,30.374,68.164,20926.962,5.493,28.51,40.536,30.374,57.16542095614159,42.83457904385841
2024-11-25T19:00:00,2024-11-25T19:00:00,4.682,305.909,3.944,1.78,10.112,11.652,2.771,1.513,0,29.993,66.426,21159.425,5.088,28.065,39.615,29.991999999999997,56.91237950206158,43.087620497938424
2024-11-25T20:00:00,2024-11-25T20:00:00,4.686,308.557,3.425,1.744,9.893,11.233,2.875,1.068,0,28.493,63.272,20491.342,5.034,26.913,38.376999999999995,28.494000000000003,57.38960087332327,42.61039912667675
2024-11-25T21:00:00,2024-11-25T21:00:00,4.679,324,3.196,1.812,9.871,11.147,2.987,0.562,0,27.763,60.76,20404.87,4.832,24.375,35.698,27.763,56.25187122799829,43.74812877200171
2024-11-25T22:00:00,2024-11-25T22:00:00,4.653,343.078,3.218,1.822,10.133,10.767,3.121,0.427,0,27.665,57.896,20744.472,4.75,22.107,33.332,27.665999999999997,54.644414570969545,45.355585429030455
2024-11-25T23:00:00,2024-11-25T23:00:00,4.641,355.245,3.224,1.871,10.133,9.807,3.125,0.162,0,26.452,55.214,20410.408,4.652,20.359,31.523000000000003,26.451,54.37437471970193,45.62562528029806
2024-11-26T00:00:00,2024-11-26T00:00:00,4.572,365.072,2.896,1.785,10.384,9.745,3.069,0.032,0,26.126,53.777,20398.92,4.886,19.009,30.252000000000002,26.125999999999998,53.65922877718259,46.34077122281741
2024-11-26T01:00:00,2024-11-26T01:00:00,4.509,364.637,2.837,1.793,10.233,9.757,3.001,0.007,0,25.835,54.158,20186.679,5.71,18.007,30.019000000000002,25.835,53.74547928527949,46.25452071472053
2024-11-26T02:00:00,2024-11-26T02:00:00,4.456,371.275,2.942,1.804,10.383,9.552,2.944,0.003,0,25.824,54.606,20277.523,5.518,17.484,29.262,25.823999999999998,53.12057510075155,46.87942489924845
2024-11-26T03:00:00,2024-11-26T03:00:00,4.408,370.246,3.163,1.83,10.27,9.817,2.827,0.018,0,26.095,55.291,20270.464,5.376,17.501,29.115000000000002,26.095,52.73501177322949,47.26498822677051
2024-11-26T04:00:00,2024-11-26T04:00:00,4.365,367.269,3.714,1.878,9.821,9.464,2.862,0.014,0,25.875,55.526,20103.186,5.179,17.916,29.338,25.875000000000004,53.136036802926846,46.863963197073154
2024-11-26T05:00:00,2024-11-26T05:00:00,4.346,364.132,4.119,1.972,9.344,10.46,3.019,0.292,0,27.234,55.325,20420.406,5.092,17.927,29.337,27.234,51.85872620247123,48.14127379752877
2024-11-26T06:00:00,2024-11-26T06:00:00,4.343,385.06,4.843,1.979,10.339,11.917,3.309,0.31,0,30.718,60.587,22856.312,4.28,18.501,29.103,30.718,48.650139583089555,51.34986041691045
2024-11-26T07:00:00,2024-11-26T07:00:00,4.397,408.955,5.687,1.972,11.669,13.811,3.643,0.575,0.028,35.385,65.966,25902.409,3.684,18.378,28.459,35.385000000000005,44.575841112712226,55.42415888728777
2024-11-26T08:00:00,2024-11-26T08:00:00,4.446,402.955,5.819,2.13,12.072,14.823,3.807,1.349,1.16,37.87,67.89,26929.221,3.738,18.012,29.486,37.87,43.776352514994954,56.223647485005046
2024-11-26T09:00:00,2024-11-26T09:00:00,4.491,389.309,5.513,2.011,12.115,14.916,3.823,0.547,5.142,36.914,69.913,26770.951,3.973,16.741,32.358000000000004,36.913999999999994,46.71151403164339,53.288485968356625
2024-11-26T10:00:00,2024-11-26T10:00:00,4.526,364.448,5.479,2.056,12.05,14.715,3.815,0.172,10.278,36.231,72.479,26591.333,4.294,16.073,37.227000000000004,36.230999999999995,50.67793841378748,49.32206158621252
2024-11-26T11:00:00,2024-11-26T11:00:00,4.544,349.261,5.449,2.077,12.163,14.373,3.797,0.052,13.955,35.834,74.815,26540.075,4.034,16.037,40.647,35.833999999999996,53.146533125874406,46.8534668741256
2024-11-26T12:00:00,2024-11-26T12:00:00,4.549,350.292,5.559,2.148,12.221,14.337,3.759,0.068,13.916,35.945,73.658,26627.306,4.298,15.614,40.525000000000006,35.944,52.995331441499175,47.004668558500825
2024-11-26T13:00:00,2024-11-26T13:00:00,4.58,366.473,5.503,2.252,12.183,14.446,3.724,0.148,11.201,36.004,71.266,26528.951,4.111,14.683,36.827,36.004,50.56500665925224,49.43499334074776
2024-11-26T14:00:00,2024-11-26T14:00:00,4.598,392.842,5.8,2.377,12.109,15.496,3.755,0.474,6.722,37.633,68.967,27108.742,4.303,13.82,31.82,37.634,45.81449592536067,54.185504074639326
2024-11-26T15:00:00,2024-11-26T15:00:00,4.599,418.929,6.155,2.471,12.081,16.096,3.766,1.034,2.114,39.132,67.549,27593.773,4.746,13.27,27.200000000000003,39.132,41.00584936380632,58.9941506361937
2024-11-26T16:00:00,2024-11-26T16:00:00,4.581,420.594,5.928,2.343,12.104,15.726,3.83,1.185,0.078,38.773,67.587,27398.126,4.76,15.053,26.815,38.773,40.884003171311825,59.115996828688175
2024-11-26T17:00:00,2024-11-26T17:00:00,4.605,411.878,5.983,2.246,12.324,15.942,3.806,1.351,0,39.406,69.168,27728.846,4.821,16.675,28.347,39.40599999999999,41.83873776806932,58.161262231930685
2024-11-26T18:00:00,2024-11-26T18:00:00,4.614,407.765,6.077,2.027,12.443,16.341,3.635,1.826,0,40.321,67.334,28023.524,5.241,17.005,28.887,40.322,41.7387911976766,58.261208802323395
2024-11-26T19:00:00,2024-11-26T19:00:00,4.624,408.968,6.025,2.03,12.406,15.981,3.331,1.065,0,38.808,66.167,27580.544,5.135,17.299,29.088,38.808,42.84199363732768,57.15800636267232
2024-11-26T20:00:00,2024-11-26T20:00:00,4.632,412.483,5.995,1.979,12.369,14.479,3.304,0.648,0,36.794,63.811,26950.784,5.029,17.349,28.989,36.79500000000001,44.06694636993797,55.93305363006203
2024-11-26T21:00:00,2024-11-26T21:00:00,4.641,418.601,5.819,2.003,12.371,12.99,3.258,0.258,0,34.697,60.911,26238.647,4.981,16.782,28.407,34.696000000000005,45.01687716907278,54.983122830927215
2024-11-26T22:00:00,2024-11-26T22:00:00,4.622,423.535,5.778,1.991,12.351,12.446,3.204,0.243,0,34.022,58.206,25909.405,5.005,15.952,27.57,34.022000000000006,44.762306793090005,55.23769320690999
2024-11-26T23:00:00,2024-11-26T23:00:00,4.593,433.624,5.739,2.006,12.286,11.362,3.217,0.048,0,32.653,55.45,25419.177,4.687,15.107,26.393,32.652,44.69980523329664,55.300194766703356
2024-11-27T00:00:00,2024-11-27T00:00:00,4.556,440.956,5.454,2.007,12.181,10.316,3.262,0.008,0,31.222,54.028,24755.092,4.602,14.185,25.35,31.221,44.810945537466196,55.189054462533804
2024-11-27T01:00:00,2024-11-27T01:00:00,4.491,446.979,5.427,2.004,12.131,10.395,3.337,0.037,0,31.328,54.107,24743.438,4.24,13.722,24.457,31.326999999999998,43.84232037860318,56.15767962139682
2024-11-27T02:00:00,2024-11-27T02:00:00,4.434,463.465,4.951,2.034,12.185,10.306,3.294,0.017,0,30.752,52.941,24329.961,3.395,12.313,22.176000000000002,30.753,41.897636456384966,58.102363543615034
2024-11-27T03:00:00,2024-11-27T03:00:00,4.385,491.353,5.489,2.021,12.208,10.53,3.322,0.032,0,31.581,51.343,24901.116,2.352,10.767,19.525,31.580999999999996,38.204907447266464,61.795092552733536
2024-11-27T04:00:00,2024-11-27T04:00:00,4.355,509.767,5.761,2.029,12.22,11.161,3.329,0.034,0,32.505,51.303,25365.353,1.98,9.329,17.693,32.505,35.24642416032511,64.75357583967488
2024-11-27T05:00:00,2024-11-27T05:00:00,4.338,513.045,5.754,2.128,12.288,13.511,3.342,0.235,0,35.13,53.923,26295.994,1.818,8.289,16.573,35.13,32.05423282981645,67.94576717018354
2024-11-27T06:00:00,2024-11-27T06:00:00,4.347,505.132,5.912,2.185,12.288,15.298,3.316,1.119,0,37.933,60.099,27031.045,1.493,7.987,16.012,37.933,29.682083603670407,70.3179163963296
